selection,environment,run,index,plate,row,column,group,population,background,ploidy,cross,cross_rep,selection_rep,time,assignment,isolate,gene,genotype_short,genotype_long,amino_acids,mating,auxotrophy,abs_growth_rate,abs_doubling_time,norm_growth_rate,norm_doubling_time
HU,HU,1,282,0,5,42,parents,,WA,haploid,,,,,,,RNR4,,WT,,MATa,ura3,0.0262549082191,5.25126903742,0.485849393544,1.04141892686
HU,HU,1,286,0,5,46,parents,,NA,haploid,,,,,,,RNR4,,WT,,MATa,ura3,0.167689647779,2.57613446716,1.02180118029,-0.0311145073199
HU,HU,1,378,0,7,42,parents,,WA,haploid,,,,,,,RNR4,,WT,,MATa,ura3,0.023539659688,5.40876272624,0.467002890477,1.09849661548
HU,HU,1,382,0,7,46,parents,,NA,haploid,,,,,,,RNR4,,WT,,MATa,ura3,0.173555024079,2.52653496591,1.06984869268,-0.09740677255
HU,HU,1,434,0,9,2,parents,,WA,haploid,,,,,,,RNR4,,WT,,MATα,lys2,0.0245406926907,5.34868021839,0.476610606921,1.06911703597
HU,HU,1,438,0,9,6,parents,,NA,haploid,,,,,,,RNR4,,WT,,MATα,lys2,0.183198100376,2.44852355102,1.0469983079,-0.0662591106706
HU,HU,1,442,0,9,10,parents,,WA/WA,diploid,,,,,,,RNR2,,WT,,MATa/α,,0.0496644278682,4.331643298,0.594468702001,0.750327238923
HU,HU,1,442,0,9,10,parents,,WA/WA,diploid,,,,,,,RNR4,,WT,,MATa/α,,0.0496644278682,4.331643298,0.594468702001,0.750327238923
HU,HU,1,446,0,9,14,parents,,NA/NA,diploid,,,,,,,RNR2,,WT,,MATa/α,,0.136276612394,2.87539010485,0.863189994296,0.212249953026
HU,HU,1,446,0,9,14,parents,,NA/NA,diploid,,,,,,,RNR4,,WT,,MATa/α,,0.136276612394,2.87539010485,0.863189994296,0.212249953026
HU,HU,1,450,0,9,18,parents,,WA/NA,diploid,,,,,,,RNR2,,WT,,MATa/α,,0.097262388064,3.36197417556,0.743553850041,0.42749086522
HU,HU,1,450,0,9,18,parents,,WA/NA,diploid,,,,,,,RNR4,,WT,,MATa/α,,0.097262388064,3.36197417556,0.743553850041,0.42749086522
HU,HU,1,454,0,9,22,parents,,WA/NA,diploid,,,,,,,RNR2,,WT,,MATa/α,,0.108184788538,3.20843043346,0.792403458031,0.335692918758
HU,HU,1,454,0,9,22,parents,,WA/NA,diploid,,,,,,,RNR4,,WT,,MATa/α,,0.108184788538,3.20843043346,0.792403458031,0.335692918758
HU,HU,1,458,0,9,26,constructs,,WA,haploid,,,,,,,RNR4,,WT,,MATα,,0.0416555347443,4.58534799148,0.55938035098,0.838098516872
HU,HU,1,462,0,9,30,constructs,,NA,haploid,,,,,,,RNR4,,WT,,MATα,,0.190060718032,2.39546770996,1.06056230788,-0.0848293814767
HU,HU,1,466,0,9,34,constructs,,WA,haploid,,,,,,,RNR4,,rnr4Δ,,MATa,,0.0270156613618,5.21006018922,0.478112425012,1.06457819648
HU,HU,1,470,0,9,38,constructs,,NA,haploid,,,,,,,RNR4,,rnr4Δ,,MATa,,NaN,NaN,NaN,NaN
HU,HU,1,474,0,9,42,constructs,,WA/WA,diploid,,,,,,,RNR4,,rnr4Δ/RNR4,,MATa/α,,0.0396447006539,4.65672815742,0.544027507021,0.878248496279
HU,HU,1,478,0,9,46,constructs,,NA/NA,diploid,,,,,,,RNR4,,rnr4Δ/RNR4,,MATa/α,,0.0712568753818,3.81082696718,0.699603813167,0.515389942245
HU,HU,1,530,0,11,2,parents,,WA,haploid,,,,,,,RNR4,,WT,,MATα,lys2,0.0250528905504,5.3188791216,0.48212278597,1.05252747924
HU,HU,1,534,0,11,6,parents,,NA,haploid,,,,,,,RNR4,,WT,,MATα,lys2,0.186149822809,2.42546385196,1.06057372293,-0.0848449094218
HU,HU,1,538,0,11,10,parents,,WA/WA,diploid,,,,,,,RNR2,,WT,,MATa/α,,0.0386440056802,4.69361154396,0.549986405408,0.86253213642
HU,HU,1,538,0,11,10,parents,,WA/WA,diploid,,,,,,,RNR4,,WT,,MATa/α,,0.0386440056802,4.69361154396,0.549986405408,0.86253213642
HU,HU,1,542,0,11,14,parents,,NA/NA,diploid,,,,,,,RNR2,,WT,,MATa/α,,0.141896682666,2.81708723317,0.863965062925,0.210955121115
HU,HU,1,542,0,11,14,parents,,NA/NA,diploid,,,,,,,RNR4,,WT,,MATa/α,,0.141896682666,2.81708723317,0.863965062925,0.210955121115
HU,HU,1,546,0,11,18,parents,,WA/NA,diploid,,,,,,,RNR2,,WT,,MATa/α,,0.107567294799,3.21668859324,0.77199831278,0.373330400433
HU,HU,1,546,0,11,18,parents,,WA/NA,diploid,,,,,,,RNR4,,WT,,MATa/α,,0.107567294799,3.21668859324,0.77199831278,0.373330400433
HU,HU,1,550,0,11,22,parents,,WA/NA,diploid,,,,,,,RNR2,,WT,,MATa/α,,0.108274800367,3.20723058246,0.765230881124,0.386032999633
HU,HU,1,550,0,11,22,parents,,WA/NA,diploid,,,,,,,RNR4,,WT,,MATa/α,,0.108274800367,3.20723058246,0.765230881124,0.386032999633
HU,HU,1,554,0,11,26,constructs,,WA,haploid,,,,,,,RNR4,,WT,,MATα,,0.0441943285144,4.49999495023,0.54983977416,0.86291682298
HU,HU,1,558,0,11,30,constructs,,NA,haploid,,,,,,,RNR4,,WT,,MATα,,0.190716584624,2.3904977897,1.03796792448,-0.0537618618906
HU,HU,1,562,0,11,34,constructs,,WA,haploid,,,,,,,RNR4,,rnr4Δ,,MATa,,0.0490381744305,4.3499509177,0.552196736212,0.856745734061
HU,HU,1,566,0,11,38,constructs,,NA,haploid,,,,,,,RNR4,,rnr4Δ,,MATa,,NaN,NaN,NaN,NaN
HU,HU,1,570,0,11,42,constructs,,WA/WA,diploid,,,,,,,RNR4,,rnr4Δ/RNR4,,MATa/α,,0.0379405381837,4.72011604636,0.532639988908,0.908767349339
HU,HU,1,574,0,11,46,constructs,,NA/NA,diploid,,,,,,,RNR4,,rnr4Δ/RNR4,,MATa/α,,0.0867117253148,3.52762909933,0.734532683698,0.445101408653
HU,HU,1,626,0,13,2,constructs,,WA/NA,diploid,,,,,,,RNR4,,rnr4Δ WA/RNR4 NA,,MATa/α,,0.0638564579713,3.96902365893,0.644962950043,0.632711807723
HU,HU,1,630,0,13,6,constructs,,WA/NA,diploid,,,,,,,RNR4,,RNR4 WA/rnr4Δ NA,,MATa/α,,0.0759434941024,3.71892981199,0.686417625538,0.542841496669
HU,HU,1,634,0,13,10,constructs,,NA/NA,diploid,,,,,,,RNR4,,rnr4::RNR4*,,MATa,ura3,0.137417233003,2.86336515617,0.891712936246,0.165348748093
HU,HU,1,638,0,13,14,constructs,,WA/WA,diploid,,,,,,,RNR2,,rnr2Δ/RNR2,,MATa/α,,0.0227258480827,5.45952205589,0.444819429062,1.16870829064
HU,HU,1,642,0,13,18,constructs,,NA/NA,diploid,,,,,,,RNR2,,rnr2Δ/RNR2,,MATa/α,,0.195725773383,2.35309435076,1.06471406551,-0.0904660392197
HU,HU,1,646,0,13,22,constructs,,WA/NA,diploid,,,,,,,RNR2,,rnr2Δ WA/RNR2 NA,,MATa/α,,0.109994264997,3.18449979001,0.783191813737,0.352562409546
HU,HU,1,650,0,13,26,constructs,,WA/NA,diploid,,,,,,,RNR2,,RNR2 WA/rnr2Δ NA,,MATa/α,,0.0946799707219,3.40079692983,0.74749092942,0.419872022145
HU,HU,1,654,0,13,30,constructs,,WA/NA,diploid,F12,2,2,32,,2,RNR2,,rnr2*Δ/RNR2,T206I,MATa/α,,0.0846922816663,3.56162569258,0.704288723743,0.50576111074
HU,HU,1,658,0,13,34,constructs,,WA/NA,diploid,F12,2,2,32,,2,RNR2,,RNR2*/rnr2Δ,T206I,MATa/α,,0.119084367362,3.06994405708,0.79117681015,0.337927954397
HU,HU,1,662,0,13,38,constructs,,WA,haploid,,,,,,,RNR4,,rnr4Δ,,MATa,,0.0574279521279,4.12210307342,0.579189395903,0.787892905826
HU,HU,1,666,0,13,42,constructs,,NA,haploid,,,,,,,RNR4,,rnr4Δ,,MATa,,0.0476032243514,4.39279689359,0.571808687611,0.80639555558
HU,HU,1,670,0,13,46,constructs,,WA/WA,diploid,,,,,,,RNR4,,rnr4Δ/RNR4,,MATa/α,,0.0333810249644,4.90482793644,0.529091675016,0.918410377023
HU,HU,1,722,0,15,2,constructs,,WA/NA,diploid,,,,,,,RNR4,,rnr4Δ WA/RNR4 NA,,MATa/α,,0.0676531436768,3.88569921549,0.666416963347,0.585502970556
HU,HU,1,726,0,15,6,constructs,,WA/NA,diploid,,,,,,,RNR4,,RNR4 WA/rnr4Δ NA,,MATa/α,,0.0749234703742,3.73843846457,0.688657660167,0.538141114453
HU,HU,1,730,0,15,10,constructs,,NA/NA,diploid,,,,,,,RNR4,,rnr4::RNR4*,,MATa,ura3,0.133494755453,2.90514503036,0.882160244344,0.180887349851
HU,HU,1,734,0,15,14,constructs,,WA/WA,diploid,,,,,,,RNR2,,rnr2Δ/RNR2,,MATa/α,,0.0267718616897,5.22313872367,0.483085239763,1.0496503217
HU,HU,1,738,0,15,18,constructs,,NA/NA,diploid,,,,,,,RNR2,,rnr2Δ/RNR2,,MATa/α,,0.0253301834851,5.30299866219,0.487966633638,1.03514559286
HU,HU,1,742,0,15,22,constructs,,WA/NA,diploid,,,,,,,RNR2,,rnr2Δ WA/RNR2 NA,,MATa/α,,0.0909921686233,3.45811380682,0.765329638583,0.38584682353
HU,HU,1,746,0,15,26,constructs,,WA/NA,diploid,,,,,,,RNR2,,RNR2 WA/rnr2Δ NA,,MATa/α,,0.0865726383432,3.52994506279,0.752099791329,0.411003998272
HU,HU,1,750,0,15,30,constructs,,WA/NA,diploid,F12,2,2,32,,2,RNR2,,rnr2*Δ/RNR2,T206I,MATa/α,,0.084819497962,3.55946024598,0.744709322071,0.425250677956
HU,HU,1,754,0,15,34,constructs,,WA/NA,diploid,F12,2,2,32,,2,RNR2,,RNR2*/rnr2Δ,T206I,MATa/α,,0.118942329951,3.07166585295,0.81176453795,0.300866777815
HU,HU,1,758,0,15,38,constructs,,WA,haploid,,,,,,,RNR4,,rnr4Δ,,MATa,,0.0478558194129,4.3851618183,0.542196294738,0.88311284077
HU,HU,1,762,0,15,42,constructs,,NA,haploid,,,,,,,RNR4,,rnr4Δ,,MATa,,0.0430608780032,4.53747845369,0.543444058233,0.879796562053
HU,HU,1,766,0,15,46,constructs,,WA/WA,diploid,,,,,,,RNR4,,rnr4Δ/RNR4,,MATa/α,,0.032990190949,4.92181906145,0.533236770458,0.907151826972
HU,HU,1,818,0,17,2,constructs,,NA/NA,diploid,,,,,,,RNR4,,rnr4Δ/RNR4,,MATa/α,,0.0648295326847,3.9472050163,0.654363478252,0.611835864969
HU,HU,1,822,0,17,6,constructs,,WA/NA,diploid,,,,,,,RNR4,,rnr4Δ WA/RNR4 NA,,MATa/α,,0.0708929074761,3.81821489039,0.670692160412,0.576277356113
HU,HU,1,826,0,17,10,constructs,,WA/NA,diploid,,,,,,,RNR4,,RNR4 WA/rnr4Δ NA,,MATa/α,,0.0887351023252,3.49435126301,0.734086787166,0.445977459595
HU,HU,1,830,0,17,14,constructs,,NA/NA,diploid,,,,,,,RNR4,,rnr4::RNR4*,,MATa,ura3,0.138056843382,2.8566656918,0.896920334087,0.156948246556
HU,HU,1,834,0,17,18,constructs,,WA/WA,diploid,,,,,,,RNR2,,rnr2Δ/RNR2,,MATa/α,,0.0287420153462,5.12069496486,0.508925780434,0.974472819739
HU,HU,1,838,0,17,22,constructs,,NA/NA,diploid,,,,,,,RNR2,,rnr2Δ/RNR2,,MATa/α,,NaN,NaN,NaN,NaN
HU,HU,1,842,0,17,26,constructs,,WA/NA,diploid,,,,,,,RNR2,,rnr2Δ WA/RNR2 NA,,MATa/α,,0.0906258358045,3.46393379432,0.767010502571,0.382681762396
HU,HU,1,846,0,17,30,constructs,,WA/NA,diploid,,,,,,,RNR2,,RNR2 WA/rnr2Δ NA,,MATa/α,,0.0744589076262,3.74741173896,0.717637661492,0.478672490275
HU,HU,1,850,0,17,34,constructs,,WA/NA,diploid,F12,2,2,32,,2,RNR2,,rnr2*Δ/RNR2,T206I,MATa/α,,0.0897095909331,3.47859395656,0.735561235104,0.443082644769
HU,HU,1,854,0,17,38,constructs,,WA/NA,diploid,F12,2,2,32,,2,RNR2,,RNR2*/rnr2Δ,T206I,MATa/α,,0.111438330494,3.16568254532,0.767971120955,0.380876034511
HU,HU,1,858,0,17,42,parents,,WA,haploid,,,,,,,RNR4,,WT,,MATa,ura3,0.0460710592497,4.43999542151,0.544028071031,0.878247000595
HU,HU,1,862,0,17,46,parents,,NA,haploid,,,,,,,RNR4,,WT,,MATa,ura3,0.193461380612,2.36988249524,1.08455337413,-0.117101054119
HU,HU,1,914,0,19,2,constructs,,NA/NA,diploid,,,,,,,RNR4,,rnr4Δ/RNR4,,MATa/α,,0.0605997665322,4.04454395422,0.641651756391,0.640137578909
HU,HU,1,918,0,19,6,constructs,,WA/NA,diploid,,,,,,,RNR4,,rnr4Δ WA/RNR4 NA,,MATa/α,,0.0811968256323,3.62243286303,0.694870516794,0.525183925948
HU,HU,1,922,0,19,10,constructs,,WA/NA,diploid,,,,,,,RNR4,,RNR4 WA/rnr4Δ NA,,MATa/α,,0.0800577863792,3.64281446443,0.707454420079,0.499290894001
HU,HU,1,926,0,19,14,constructs,,NA/NA,diploid,,,,,,,RNR4,,rnr4::RNR4*,,MATa,ura3,0.134627457518,2.89295541462,0.88842082949,0.170684876867
HU,HU,1,930,0,19,18,constructs,,WA/WA,diploid,,,,,,,RNR2,,rnr2Δ/RNR2,,MATa/α,,0.0222711222396,5.48868193256,0.472999272067,1.08009013159
HU,HU,1,934,0,19,22,constructs,,NA/NA,diploid,,,,,,,RNR2,,rnr2Δ/RNR2,,MATa/α,,NaN,NaN,NaN,NaN
HU,HU,1,938,0,19,26,constructs,,WA/NA,diploid,,,,,,,RNR2,,rnr2Δ WA/RNR2 NA,,MATa/α,,0.0972704457247,3.36185466106,0.778573195956,0.361095417204
HU,HU,1,942,0,19,30,constructs,,WA/NA,diploid,,,,,,,RNR2,,RNR2 WA/rnr2Δ NA,,MATa/α,,0.0932141108695,3.42330782137,0.767672478099,0.381437168063
HU,HU,1,946,0,19,34,constructs,,WA/NA,diploid,F12,2,2,32,,2,RNR2,,rnr2*Δ/RNR2,T206I,MATa/α,,0.0850717192974,3.55517657855,0.712602927654,0.488829684244
HU,HU,1,950,0,19,38,constructs,,WA/NA,diploid,F12,2,2,32,,2,RNR2,,RNR2*/rnr2Δ,T206I,MATa/α,,0.107546950587,3.21696147608,0.764515716925,0.387381934052
HU,HU,1,954,0,19,42,parents,,WA,haploid,,,,,,,RNR4,,WT,,MATa,ura3,0.0422888838304,4.56357770729,0.527053607568,0.92397838646
HU,HU,1,958,0,19,46,parents,,NA,haploid,,,,,,,RNR4,,WT,,MATa,ura3,0.174181946071,2.5213329983,0.98148391257,0.02696347411
HU,HU,1,1010,0,21,2,parents,,WA,haploid,,,,,,,RNR4,,WT,,MATα,lys2,0.0261281115692,5.25825333332,0.500431884614,0.998754382304
HU,HU,1,1014,0,21,6,parents,,NA,haploid,,,,,,,RNR4,,WT,,MATα,lys2,0.193467673236,2.36983557016,1.05253279848,-0.0738651905015
HU,HU,1,1018,0,21,10,parents,,WA/WA,diploid,,,,,,,RNR2,,WT,,MATa/α,,0.0423819956215,4.56040466895,0.568387838241,0.815052409231
HU,HU,1,1018,0,21,10,parents,,WA/WA,diploid,,,,,,,RNR4,,WT,,MATa/α,,0.0423819956215,4.56040466895,0.568387838241,0.815052409231
HU,HU,1,1022,0,21,14,parents,,NA/NA,diploid,,,,,,,RNR2,,WT,,MATa/α,,0.137850843446,2.85882000032,0.903759623342,0.14598899075
HU,HU,1,1022,0,21,14,parents,,NA/NA,diploid,,,,,,,RNR4,,WT,,MATa/α,,0.137850843446,2.85882000032,0.903759623342,0.14598899075
HU,HU,1,1026,0,21,18,parents,,WA/NA,diploid,,,,,,,RNR2,,WT,,MATa/α,,0.094043972489,3.41052070896,0.762496597643,0.3911971948
HU,HU,1,1026,0,21,18,parents,,WA/NA,diploid,,,,,,,RNR4,,WT,,MATa/α,,0.094043972489,3.41052070896,0.762496597643,0.3911971948
HU,HU,1,1030,0,21,22,parents,,WA/NA,diploid,,,,,,,RNR2,,WT,,MATa/α,,0.0901767488568,3.47110069236,0.771568546482,0.374133762749
HU,HU,1,1030,0,21,22,parents,,WA/NA,diploid,,,,,,,RNR4,,WT,,MATa/α,,0.0901767488568,3.47110069236,0.771568546482,0.374133762749
HU,HU,1,1034,0,21,26,constructs,,WA,haploid,,,,,,,RNR4,,WT,,MATα,,0.0431271445903,4.53525999009,0.581533487252,0.782065824081
HU,HU,1,1038,0,21,30,constructs,,NA,haploid,,,,,,,RNR4,,WT,,MATα,,0.185815062378,2.42806064194,1.0711572886,-0.0991703408012
HU,HU,1,1042,0,21,34,constructs,,WA,haploid,,,,,,,RNR4,,rnr4Δ,,MATa,,0.0503149333205,4.31286953865,0.575166002626,0.797949692566
HU,HU,1,1046,0,21,38,constructs,,NA,haploid,,,,,,,RNR4,,rnr4Δ,,MATa,,NaN,NaN,NaN,NaN
HU,HU,1,1050,0,21,42,constructs,,WA/WA,diploid,,,,,,,RNR4,,rnr4Δ/RNR4,,MATa/α,,0.0440939321462,4.50327605247,0.5344900159,0.903765095765
HU,HU,1,1054,0,21,46,constructs,,NA/NA,diploid,,,,,,,RNR4,,rnr4Δ/RNR4,,MATa/α,,0.074908074398,3.73873495352,0.661596507418,0.595976476375
HU,HU,1,1106,0,23,2,parents,,WA,haploid,,,,,,,RNR4,,WT,,MATα,lys2,0.0233616323597,5.41971510584,0.503058944836,0.991200640304
HU,HU,1,1110,0,23,6,parents,,NA,haploid,,,,,,,RNR4,,WT,,MATα,lys2,0.193125305691,2.37239087828,1.09265742862,-0.127841156277
HU,HU,1,1114,0,23,10,parents,,WA/WA,diploid,,,,,,,RNR2,,WT,,MATa/α,,0.0392016997958,4.67293997845,0.555745529264,0.847503657455
HU,HU,1,1114,0,23,10,parents,,WA/WA,diploid,,,,,,,RNR4,,WT,,MATa/α,,0.0392016997958,4.67293997845,0.555745529264,0.847503657455
HU,HU,1,1118,0,23,14,parents,,NA/NA,diploid,,,,,,,RNR2,,WT,,MATa/α,,0.133710356002,2.90281688694,0.898114445775,0.155028797102
HU,HU,1,1118,0,23,14,parents,,NA/NA,diploid,,,,,,,RNR4,,WT,,MATa/α,,0.133710356002,2.90281688694,0.898114445775,0.155028797102
HU,HU,1,1122,0,23,18,parents,,WA/NA,diploid,,,,,,,RNR2,,WT,,MATa/α,,0.0912427617245,3.45414607515,0.74530145514,0.424104018481
HU,HU,1,1122,0,23,18,parents,,WA/NA,diploid,,,,,,,RNR4,,WT,,MATa/α,,0.0912427617245,3.45414607515,0.74530145514,0.424104018481
HU,HU,1,1126,0,23,22,parents,,WA/NA,diploid,,,,,,,RNR2,,WT,,MATa/α,,0.0924644012377,3.43495815434,0.77201593727,0.373297464514
HU,HU,1,1126,0,23,22,parents,,WA/NA,diploid,,,,,,,RNR4,,WT,,MATa/α,,0.0924644012377,3.43495815434,0.77201593727,0.373297464514
HU,HU,1,1130,0,23,26,constructs,,WA,haploid,,,,,,,RNR4,,WT,,MATα,,0.0361618578733,4.78938738935,0.556242724975,0.846213532614
HU,HU,1,1134,0,23,30,constructs,,NA,haploid,,,,,,,RNR4,,WT,,MATα,,0.193363214365,2.37061473389,1.08674364878,-0.120011664143
HU,HU,1,1138,0,23,34,constructs,,WA,haploid,,,,,,,RNR4,,rnr4Δ,,MATa,,0.0482401084901,4.37362303797,0.563572578047,0.827326679262
HU,HU,1,1142,0,23,38,constructs,,NA,haploid,,,,,,,RNR4,,rnr4Δ,,MATa,,NaN,NaN,NaN,NaN
HU,HU,1,1146,0,23,42,constructs,,WA/WA,diploid,,,,,,,RNR4,,rnr4Δ/RNR4,,MATa/α,,0.0355571067046,4.81371825348,0.505192065213,0.985096115238
HU,HU,1,1150,0,23,46,constructs,,NA/NA,diploid,,,,,,,RNR4,,rnr4Δ/RNR4,,MATa/α,,0.0524289772453,4.25349178692,0.586446738547,0.769928007133
HU,HU,1,1202,0,25,2,constructs,,WA/NA,diploid,,,,,,,RNR4,,rnr4Δ WA/RNR4 NA,,MATa/α,,0.0606478180333,4.04340044829,0.687737712305,0.540069636508
HU,HU,1,1206,0,25,6,constructs,,WA/NA,diploid,,,,,,,RNR4,,RNR4 WA/rnr4Δ NA,,MATa/α,,0.065026257421,3.94283379776,0.67825214989,0.560106379389
HU,HU,1,1210,0,25,10,constructs,,NA/NA,diploid,,,,,,,RNR4,,rnr4::RNR4*,,MATa,ura3,0.135631486184,2.88223596296,0.899220343901,0.153253419523
HU,HU,1,1214,0,25,14,constructs,,WA/WA,diploid,,,,,,,RNR2,,rnr2Δ/RNR2,,MATa/α,,0.0141331104677,6.14477717545,0.423768667063,1.23865117434
HU,HU,1,1218,0,25,18,constructs,,NA/NA,diploid,,,,,,,RNR2,,rnr2Δ/RNR2,,MATa/α,,NaN,NaN,NaN,NaN
HU,HU,1,1222,0,25,22,constructs,,WA/NA,diploid,,,,,,,RNR2,,rnr2Δ WA/RNR2 NA,,MATa/α,,0.0767300096007,3.70406525436,0.714185584638,0.485629080511
HU,HU,1,1226,0,25,26,constructs,,WA/NA,diploid,,,,,,,RNR2,,RNR2 WA/rnr2Δ NA,,MATa/α,,0.0862567207918,3.53521931937,0.74703505721,0.420752146818
HU,HU,1,1230,0,25,30,constructs,,WA/NA,diploid,F12,2,2,32,,2,RNR2,,rnr2*Δ/RNR2,T206I,MATa/α,,0.0703056724661,3.83021509495,0.674233656195,0.568679449746
HU,HU,1,1234,0,25,34,constructs,,WA/NA,diploid,F12,2,2,32,,2,RNR2,,RNR2*/rnr2Δ,T206I,MATa/α,,0.113214950962,3.14286360444,0.775585968623,0.36664139147
HU,HU,1,1238,0,25,38,constructs,,WA,haploid,,,,,,,RNR4,,rnr4Δ,,MATa,,0.0347337605705,4.84751757224,0.514047870638,0.960025378433
HU,HU,1,1242,0,25,42,constructs,,NA,haploid,,,,,,,RNR4,,rnr4Δ,,MATa,,0.026623573904,5.23115194056,0.475887441848,1.07130771104
HU,HU,1,1246,0,25,46,constructs,,WA/WA,diploid,,,,,,,RNR4,,rnr4Δ/RNR4,,MATa/α,,0.0330782096871,4.91797503705,0.514069032462,0.959965988185
HU,HU,1,1298,0,27,2,constructs,,WA/NA,diploid,,,,,,,RNR4,,rnr4Δ WA/RNR4 NA,,MATa/α,,0.0573813325612,4.12327471771,0.647568347816,0.626895624325
HU,HU,1,1302,0,27,6,constructs,,WA/NA,diploid,,,,,,,RNR4,,RNR4 WA/rnr4Δ NA,,MATa/α,,0.060495909498,4.04701859361,0.66087634723,0.597547732271
HU,HU,1,1306,0,27,10,constructs,,NA/NA,diploid,,,,,,,RNR4,,rnr4::RNR4*,,MATa,ura3,0.123041992912,3.02277731894,0.874943646388,0.19273799645
HU,HU,1,1310,0,27,14,constructs,,WA/WA,diploid,,,,,,,RNR2,,rnr2Δ/RNR2,,MATa/α,,0.0156271346012,5.99980292043,0.434139357054,1.20376987835
HU,HU,1,1314,0,27,18,constructs,,NA/NA,diploid,,,,,,,RNR2,,rnr2Δ/RNR2,,MATa/α,,NaN,NaN,NaN,NaN
HU,HU,1,1318,0,27,22,constructs,,WA/NA,diploid,,,,,,,RNR2,,rnr2Δ WA/RNR2 NA,,MATa/α,,0.0845380328527,3.56425564763,0.726295661437,0.461371132813
HU,HU,1,1322,0,27,26,constructs,,WA/NA,diploid,,,,,,,RNR2,,RNR2 WA/rnr2Δ NA,,MATa/α,,0.0748154339128,3.74052027083,0.69092839071,0.533391900513
HU,HU,1,1326,0,27,30,constructs,,WA/NA,diploid,F12,2,2,32,,2,RNR2,,rnr2*Δ/RNR2,T206I,MATa/α,,0.0769600043373,3.69974730936,0.693322094165,0.528402359119
HU,HU,1,1330,0,27,34,constructs,,WA/NA,diploid,F12,2,2,32,,2,RNR2,,RNR2*/rnr2Δ,T206I,MATa/α,,0.107758839784,3.21412187208,0.762882140665,0.390467905734
HU,HU,1,1334,0,27,38,constructs,,WA,haploid,,,,,,,RNR4,,rnr4Δ,,MATa,,0.02829794081,5.14315911521,0.485709300492,1.04183498315
HU,HU,1,1338,0,27,42,constructs,,NA,haploid,,,,,,,RNR4,,rnr4Δ,,MATa,,0.0260429197776,5.2629649858,0.475352776769,1.07292950693
HU,HU,1,1342,0,27,46,constructs,,WA/WA,diploid,,,,,,,RNR4,,rnr4Δ/RNR4,,MATa/α,,0.0299039793546,5.0635187116,0.500166915263,0.999518464726
HU,HU,1,1394,0,29,2,constructs,,NA/NA,diploid,,,,,,,RNR4,,rnr4Δ/RNR4,,MATa/α,,0.0641674238525,3.96201512567,0.639734352071,0.644455140572
HU,HU,1,1398,0,29,6,constructs,,WA/NA,diploid,,,,,,,RNR4,,rnr4Δ WA/RNR4 NA,,MATa/α,,0.0920687667599,3.44114436769,0.7470264438,0.420768781372
HU,HU,1,1402,0,29,10,constructs,,WA/NA,diploid,,,,,,,RNR4,,RNR4 WA/rnr4Δ NA,,MATa/α,,0.0701401655172,3.8336153547,0.684110326309,0.547699087928
HU,HU,1,1406,0,29,14,constructs,,NA/NA,diploid,,,,,,,RNR4,,rnr4::RNR4*,,MATa,ura3,0.134439166805,2.89497458829,0.895888711431,0.158608565102
HU,HU,1,1410,0,29,18,constructs,,WA/WA,diploid,,,,,,,RNR2,,rnr2Δ/RNR2,,MATa/α,,0.00754665664781,7.04994664763,0.35924805749,1.47694773906
HU,HU,1,1414,0,29,22,constructs,,NA/NA,diploid,,,,,,,RNR2,,rnr2Δ/RNR2,,MATa/α,,NaN,NaN,NaN,NaN
HU,HU,1,1418,0,29,26,constructs,,WA/NA,diploid,,,,,,,RNR2,,rnr2Δ WA/RNR2 NA,,MATa/α,,0.09403752857,3.41061956621,0.743439660696,0.427712440366
HU,HU,1,1422,0,29,30,constructs,,WA/NA,diploid,,,,,,,RNR2,,RNR2 WA/rnr2Δ NA,,MATa/α,,0.0812986884424,3.62062411168,0.69583609675,0.52318057366
HU,HU,1,1426,0,29,34,constructs,,WA/NA,diploid,F12,2,2,32,,2,RNR2,,rnr2*Δ/RNR2,T206I,MATa/α,,0.0729661459421,3.77662893688,0.662255371969,0.59454045364
HU,HU,1,1430,0,29,38,constructs,,WA/NA,diploid,F12,2,2,32,,2,RNR2,,RNR2*/rnr2Δ,T206I,MATa/α,,0.0967529453939,3.36955060872,0.754210220113,0.406961394678
HU,HU,1,1434,0,29,42,parents,,WA/NA,diploid,,,,,,,RNR2,,WT,,MATa/α,,0.10390577077,3.26665231331,0.780436298302,0.357647215245
HU,HU,1,1434,0,29,42,parents,,WA/NA,diploid,,,,,,,RNR4,,WT,,MATa/α,,0.10390577077,3.26665231331,0.780436298302,0.357647215245
HU,HU,1,1438,0,29,46,parents,,WA/NA,diploid,,,,,,,RNR2,,WT,,MATa/α,,0.0862351239652,3.53558058439,0.722488096375,0.468954276744
HU,HU,1,1438,0,29,46,parents,,WA/NA,diploid,,,,,,,RNR4,,WT,,MATa/α,,0.0862351239652,3.53558058439,0.722488096375,0.468954276744
HU,HU,1,1490,0,31,2,constructs,,NA/NA,diploid,,,,,,,RNR4,,rnr4Δ/RNR4,,MATa/α,,0.0905147898712,3.46570264586,0.719974341033,0.473982603227
HU,HU,1,1494,0,31,6,constructs,,WA/NA,diploid,,,,,,,RNR4,,rnr4Δ WA/RNR4 NA,,MATa/α,,0.0963757496748,3.37518601246,0.731908451449,0.450264890231
