run,lane,tag,sample_accession_number,sanger_sample_id,nice_sample_id,species,background,ploidy,cross,cross_rep,selection,selection_rep,time,clone,sample,population,coverage,ftp_submission_reads
11823,1,91,ERS369976,2787STDY5644703,,Saccharomyces cerevisiae,WAxNA,diploid,F12,2,HU,3,16,,WAxNA_F12_2_HU_3_T16,WAxNA_F12_2_HU_3,31.81081963,ftp://ftp.sra.ebi.ac.uk/vol1/ERA291/ERA291805/cram/11823_1#91.cram
14893,4,35,ERS369976,2787STDY5644703,,Saccharomyces cerevisiae,WAxNA,diploid,F12,2,HU,3,16,,WAxNA_F12_2_HU_3_T16,WAxNA_F12_2_HU_3,72.74617366,ftp://ftp.sra.ebi.ac.uk/vol1/ERA414/ERA414364/cram/14893_4#35.cram
11823,1,85,ERS364271,2787STDY5623221,YGL1449,Saccharomyces cerevisiae,WAxNA,diploid,F12,2,HU,3,32,1,WAxNA_F12_2_HU_3_T32_C1,WAxNA_F12_2_HU_3,32.96417413,ftp://ftp.sra.ebi.ac.uk/vol1/ERA291/ERA291805/cram/11823_1#85.cram
11823,1,86,ERS364273,2787STDY5623223,YGL1451,Saccharomyces cerevisiae,WAxNA,diploid,F12,2,HU,3,32,2,WAxNA_F12_2_HU_3_T32_C2,WAxNA_F12_2_HU_3,32.95967353,ftp://ftp.sra.ebi.ac.uk/vol1/ERA291/ERA291805/cram/11823_1#86.cram
11823,1,87,ERS364274,2787STDY5623224,YGL1452,Saccharomyces cerevisiae,WAxNA,diploid,F12,2,HU,3,32,3,WAxNA_F12_2_HU_3_T32_C3,WAxNA_F12_2_HU_3,28.77325645,ftp://ftp.sra.ebi.ac.uk/vol1/ERA291/ERA291805/cram/11823_1#87.cram
11823,1,88,ERS364275,2787STDY5623225,YGL1453,Saccharomyces cerevisiae,WAxNA,diploid,F12,2,HU,3,32,4,WAxNA_F12_2_HU_3_T32_C4,WAxNA_F12_2_HU_3,27.51573073,ftp://ftp.sra.ebi.ac.uk/vol1/ERA291/ERA291805/cram/11823_1#88.cram
11823,1,89,ERS364276,2787STDY5623226,YGL1454,Saccharomyces cerevisiae,WAxNA,diploid,F12,2,HU,3,32,5,WAxNA_F12_2_HU_3_T32_C5,WAxNA_F12_2_HU_3,32.60583255,ftp://ftp.sra.ebi.ac.uk/vol1/ERA291/ERA291805/cram/11823_1#89.cram
11823,1,95,ERS369980,2787STDY5644707,YGL1450,Saccharomyces cerevisiae,WAxNA,diploid,F12,2,HU,3,32,6,WAxNA_F12_2_HU_3_T32_C6,WAxNA_F12_2_HU_3,30.27708734,ftp://ftp.sra.ebi.ac.uk/vol1/ERA291/ERA291805/cram/11823_1#95.cram
11822,2,71,ERS364046,2787STDY5607109,,Saccharomyces cerevisiae,WAxNA,diploid,F12,2,HU,3,32,,WAxNA_F12_2_HU_3_T32,WAxNA_F12_2_HU_3,82.31518058,ftp://ftp.sra.ebi.ac.uk/vol1/ERA291/ERA291805/cram/11822_2#71.cram
8616,5,11,ERS169300,R2_RA_T2,,Saccharomyces cerevisiae,WAxNA,diploid,F12,2,RM,1,2,,WAxNA_F12_2_RM_1_T2,WAxNA_F12_2_RM_1,54.80918894,ftp://ftp.sra.ebi.ac.uk/vol1/ERA182/ERA182294/bam/8616_5#11.bam
8939,1,11,ERS169300,R2_RA_T2,,Saccharomyces cerevisiae,WAxNA,diploid,F12,2,RM,1,2,,WAxNA_F12_2_RM_1_T2,WAxNA_F12_2_RM_1,59.2524787,ftp://ftp.sra.ebi.ac.uk/vol1/ERA195/ERA195404/bam/8939_1#11.bam
8616,5,23,ERS169313,R2_RA_T4,,Saccharomyces cerevisiae,WAxNA,diploid,F12,2,RM,1,4,,WAxNA_F12_2_RM_1_T4,WAxNA_F12_2_RM_1,53.72734614,ftp://ftp.sra.ebi.ac.uk/vol1/ERA182/ERA182294/bam/8616_5#23.bam
8939,1,23,ERS169313,R2_RA_T4,,Saccharomyces cerevisiae,WAxNA,diploid,F12,2,RM,1,4,,WAxNA_F12_2_RM_1_T4,WAxNA_F12_2_RM_1,56.18841063,ftp://ftp.sra.ebi.ac.uk/vol1/ERA195/ERA195404/bam/8939_1#23.bam
8616,5,33,ERS169323,R2_RA_T8,,Saccharomyces cerevisiae,WAxNA,diploid,F12,2,RM,1,8,,WAxNA_F12_2_RM_1_T8,WAxNA_F12_2_RM_1,47.83086885,ftp://ftp.sra.ebi.ac.uk/vol1/ERA182/ERA182294/bam/8616_5#33.bam
8939,1,33,ERS169323,R2_RA_T8,,Saccharomyces cerevisiae,WAxNA,diploid,F12,2,RM,1,8,,WAxNA_F12_2_RM_1_T8,WAxNA_F12_2_RM_1,50.48375107,ftp://ftp.sra.ebi.ac.uk/vol1/ERA195/ERA195404/bam/8939_1#33.bam
8616,5,45,ERS169335,R2_RA_T16,,Saccharomyces cerevisiae,WAxNA,diploid,F12,2,RM,1,16,,WAxNA_F12_2_RM_1_T16,WAxNA_F12_2_RM_1,40.31283615,ftp://ftp.sra.ebi.ac.uk/vol1/ERA182/ERA182294/bam/8616_5#45.bam
8939,1,45,ERS169335,R2_RA_T16,,Saccharomyces cerevisiae,WAxNA,diploid,F12,2,RM,1,16,,WAxNA_F12_2_RM_1_T16,WAxNA_F12_2_RM_1,43.35169763,ftp://ftp.sra.ebi.ac.uk/vol1/ERA195/ERA195404/bam/8939_1#45.bam
11823,1,49,ERS364088,2787STDY5607151,YGL1318,Saccharomyces cerevisiae,WAxNA,haploid,F12,2,RM,1,32,1,WAxNA_F12_2_RM_1_T32_C1,WAxNA_F12_2_RM_1,30.8576195,ftp://ftp.sra.ebi.ac.uk/vol1/ERA291/ERA291805/cram/11823_1#49.cram
11823,1,50,ERS364089,2787STDY5607152,YGL1321,Saccharomyces cerevisiae,WAxNA,diploid,F12,2,RM,1,32,2,WAxNA_F12_2_RM_1_T32_C2,WAxNA_F12_2_RM_1,29.97921464,ftp://ftp.sra.ebi.ac.uk/vol1/ERA291/ERA291805/cram/11823_1#50.cram
11823,1,51,ERS364090,2787STDY5607153,YGL1324,Saccharomyces cerevisiae,WAxNA,diploid,F12,2,RM,1,32,3,WAxNA_F12_2_RM_1_T32_C3,WAxNA_F12_2_RM_1,29.07910283,ftp://ftp.sra.ebi.ac.uk/vol1/ERA291/ERA291805/cram/11823_1#51.cram
8616,5,57,ERS169347,R2_RA_T32,,Saccharomyces cerevisiae,WAxNA,diploid,F12,2,RM,1,32,,WAxNA_F12_2_RM_1_T32,WAxNA_F12_2_RM_1,43.81380747,ftp://ftp.sra.ebi.ac.uk/vol1/ERA182/ERA182294/bam/8616_5#57.bam
8939,1,57,ERS169347,R2_RA_T32,,Saccharomyces cerevisiae,WAxNA,diploid,F12,2,RM,1,32,,WAxNA_F12_2_RM_1_T32,WAxNA_F12_2_RM_1,46.68641605,ftp://ftp.sra.ebi.ac.uk/vol1/ERA195/ERA195404/bam/8939_1#57.bam
11823,1,26,ERS364052,2787STDY5607115,,Saccharomyces cerevisiae,WAxNA,diploid,F12,2,RM,2,2,,WAxNA_F12_2_RM_2_T2,WAxNA_F12_2_RM_2,28.22176355,ftp://ftp.sra.ebi.ac.uk/vol1/ERA291/ERA291805/cram/11823_1#26.cram
14893,4,17,ERS364052,2787STDY5607115,,Saccharomyces cerevisiae,WAxNA,diploid,F12,2,RM,2,2,,WAxNA_F12_2_RM_2_T2,WAxNA_F12_2_RM_2,83.52676139,ftp://ftp.sra.ebi.ac.uk/vol1/ERA414/ERA414364/cram/14893_4#17.cram
11823,1,30,ERS364056,2787STDY5607119,,Saccharomyces cerevisiae,WAxNA,diploid,F12,2,RM,2,4,,WAxNA_F12_2_RM_2_T4,WAxNA_F12_2_RM_2,28.00871148,ftp://ftp.sra.ebi.ac.uk/vol1/ERA291/ERA291805/cram/11823_1#30.cram
14893,4,21,ERS364056,2787STDY5607119,,Saccharomyces cerevisiae,WAxNA,diploid,F12,2,RM,2,4,,WAxNA_F12_2_RM_2_T4,WAxNA_F12_2_RM_2,81.42644559,ftp://ftp.sra.ebi.ac.uk/vol1/ERA414/ERA414364/cram/14893_4#21.cram
11823,1,34,ERS364060,2787STDY5607123,,Saccharomyces cerevisiae,WAxNA,diploid,F12,2,RM,2,8,,WAxNA_F12_2_RM_2_T8,WAxNA_F12_2_RM_2,27.46648904,ftp://ftp.sra.ebi.ac.uk/vol1/ERA291/ERA291805/cram/11823_1#34.cram
14893,4,25,ERS364060,2787STDY5607123,,Saccharomyces cerevisiae,WAxNA,diploid,F12,2,RM,2,8,,WAxNA_F12_2_RM_2_T8,WAxNA_F12_2_RM_2,78.28811381,ftp://ftp.sra.ebi.ac.uk/vol1/ERA414/ERA414364/cram/14893_4#25.cram
11822,2,75,ERS364064,2787STDY5607127,,Saccharomyces cerevisiae,WAxNA,diploid,F12,2,RM,2,16,,WAxNA_F12_2_RM_2_T16,WAxNA_F12_2_RM_2,94.54397372,ftp://ftp.sra.ebi.ac.uk/vol1/ERA291/ERA291805/cram/11822_2#75.cram
11823,1,60,ERS364100,2787STDY5607163,YGL1423,Saccharomyces cerevisiae,WAxNA,diploid,F12,2,RM,2,32,1,WAxNA_F12_2_RM_2_T32_C1,WAxNA_F12_2_RM_2,30.46564426,ftp://ftp.sra.ebi.ac.uk/vol1/ERA291/ERA291805/cram/11823_1#60.cram
11823,1,61,ERS364101,2787STDY5607164,YGL1424,Saccharomyces cerevisiae,WAxNA,diploid,F12,2,RM,2,32,2,WAxNA_F12_2_RM_2_T32_C2,WAxNA_F12_2_RM_2,30.48401559,ftp://ftp.sra.ebi.ac.uk/vol1/ERA291/ERA291805/cram/11823_1#61.cram
11823,1,66,ERS364251,2787STDY5623201,YGL1429,Saccharomyces cerevisiae,WAxNA,diploid,F12,2,RM,2,32,3,WAxNA_F12_2_RM_2_T32_C3,WAxNA_F12_2_RM_2,31.11516427,ftp://ftp.sra.ebi.ac.uk/vol1/ERA291/ERA291805/cram/11823_1#66.cram
11823,1,67,ERS364252,2787STDY5623202,YGL1430,Saccharomyces cerevisiae,WAxNA,diploid,F12,2,RM,2,32,4,WAxNA_F12_2_RM_2_T32_C4,WAxNA_F12_2_RM_2,32.75085541,ftp://ftp.sra.ebi.ac.uk/vol1/ERA291/ERA291805/cram/11823_1#67.cram
11823,1,68,ERS364254,2787STDY5623204,YGL1432,Saccharomyces cerevisiae,WAxNA,diploid,F12,2,RM,2,32,5,WAxNA_F12_2_RM_2_T32_C5,WAxNA_F12_2_RM_2,30.73789225,ftp://ftp.sra.ebi.ac.uk/vol1/ERA291/ERA291805/cram/11823_1#68.cram
11823,1,94,ERS369979,2787STDY5644706,YGL1431,Saccharomyces cerevisiae,WAxNA,diploid,F12,2,RM,2,32,6,WAxNA_F12_2_RM_2_T32_C6,WAxNA_F12_2_RM_2,31.43407055,ftp://ftp.sra.ebi.ac.uk/vol1/ERA291/ERA291805/cram/11823_1#94.cram
11822,2,79,ERS364068,2787STDY5607131,,Saccharomyces cerevisiae,WAxNA,diploid,F12,2,RM,2,32,,WAxNA_F12_2_RM_2_T32,WAxNA_F12_2_RM_2,96.05778878,ftp://ftp.sra.ebi.ac.uk/vol1/ERA291/ERA291805/cram/11822_2#79.cram
11823,1,4,ERS364011,2787STDY5607074,,Saccharomyces cerevisiae,WAxNA,diploid,F12,2,RM,3,2,,WAxNA_F12_2_RM_3_T2,WAxNA_F12_2_RM_3,35.04212295,ftp://ftp.sra.ebi.ac.uk/vol1/ERA291/ERA291805/cram/11823_1#4.cram
14893,4,3,ERS364011,2787STDY5607074,,Saccharomyces cerevisiae,WAxNA,diploid,F12,2,RM,3,2,,WAxNA_F12_2_RM_3_T2,WAxNA_F12_2_RM_3,115.0534625,ftp://ftp.sra.ebi.ac.uk/vol1/ERA414/ERA414364/cram/14893_4#3.cram
11823,1,11,ERS364019,2787STDY5607082,,Saccharomyces cerevisiae,WAxNA,diploid,F12,2,RM,3,4,,WAxNA_F12_2_RM_3_T4,WAxNA_F12_2_RM_3,31.68769609,ftp://ftp.sra.ebi.ac.uk/vol1/ERA291/ERA291805/cram/11823_1#11.cram
14893,4,8,ERS364019,2787STDY5607082,,Saccharomyces cerevisiae,WAxNA,diploid,F12,2,RM,3,4,,WAxNA_F12_2_RM_3_T4,WAxNA_F12_2_RM_3,96.1055002,ftp://ftp.sra.ebi.ac.uk/vol1/ERA414/ERA414364/cram/14893_4#8.cram
11823,1,18,ERS364027,2787STDY5607090,,Saccharomyces cerevisiae,WAxNA,diploid,F12,2,RM,3,8,,WAxNA_F12_2_RM_3_T8,WAxNA_F12_2_RM_3,26.69936307,ftp://ftp.sra.ebi.ac.uk/vol1/ERA291/ERA291805/cram/11823_1#18.cram
14893,4,13,ERS364027,2787STDY5607090,,Saccharomyces cerevisiae,WAxNA,diploid,F12,2,RM,3,8,,WAxNA_F12_2_RM_3_T8,WAxNA_F12_2_RM_3,89.71029952,ftp://ftp.sra.ebi.ac.uk/vol1/ERA414/ERA414364/cram/14893_4#13.cram
11822,2,62,ERS364035,2787STDY5607098,,Saccharomyces cerevisiae,WAxNA,diploid,F12,2,RM,3,16,,WAxNA_F12_2_RM_3_T16,WAxNA_F12_2_RM_3,98.09275999,ftp://ftp.sra.ebi.ac.uk/vol1/ERA291/ERA291805/cram/11822_2#62.cram
11823,1,78,ERS364264,2787STDY5623214,YGL1442,Saccharomyces cerevisiae,WAxNA,diploid,F12,2,RM,3,32,1,WAxNA_F12_2_RM_3_T32_C1,WAxNA_F12_2_RM_3,26.11740777,ftp://ftp.sra.ebi.ac.uk/vol1/ERA291/ERA291805/cram/11823_1#78.cram
11822,2,68,ERS364043,2787STDY5607106,,Saccharomyces cerevisiae,WAxNA,diploid,F12,2,RM,3,32,,WAxNA_F12_2_RM_3_T32,WAxNA_F12_2_RM_3,92.88365596,ftp://ftp.sra.ebi.ac.uk/vol1/ERA291/ERA291805/cram/11822_2#68.cram
11823,1,5,ERS364012,2787STDY5607075,,Saccharomyces cerevisiae,WAxNA,diploid,F12,2,RM,4,2,,WAxNA_F12_2_RM_4_T2,WAxNA_F12_2_RM_4,36.19174645,ftp://ftp.sra.ebi.ac.uk/vol1/ERA291/ERA291805/cram/11823_1#5.cram
14893,4,4,ERS364012,2787STDY5607075,,Saccharomyces cerevisiae,WAxNA,diploid,F12,2,RM,4,2,,WAxNA_F12_2_RM_4_T2,WAxNA_F12_2_RM_4,106.7568052,ftp://ftp.sra.ebi.ac.uk/vol1/ERA414/ERA414364/cram/14893_4#4.cram
11823,1,12,ERS364020,2787STDY5607083,,Saccharomyces cerevisiae,WAxNA,diploid,F12,2,RM,4,4,,WAxNA_F12_2_RM_4_T4,WAxNA_F12_2_RM_4,28.68785342,ftp://ftp.sra.ebi.ac.uk/vol1/ERA291/ERA291805/cram/11823_1#12.cram
14893,4,9,ERS364020,2787STDY5607083,,Saccharomyces cerevisiae,WAxNA,diploid,F12,2,RM,4,4,,WAxNA_F12_2_RM_4_T4,WAxNA_F12_2_RM_4,73.5566231,ftp://ftp.sra.ebi.ac.uk/vol1/ERA414/ERA414364/cram/14893_4#9.cram
11823,1,19,ERS364028,2787STDY5607091,,Saccharomyces cerevisiae,WAxNA,diploid,F12,2,RM,4,8,,WAxNA_F12_2_RM_4_T8,WAxNA_F12_2_RM_4,27.35229394,ftp://ftp.sra.ebi.ac.uk/vol1/ERA291/ERA291805/cram/11823_1#19.cram
14893,4,14,ERS364028,2787STDY5607091,,Saccharomyces cerevisiae,WAxNA,diploid,F12,2,RM,4,8,,WAxNA_F12_2_RM_4_T8,WAxNA_F12_2_RM_4,84.6594431,ftp://ftp.sra.ebi.ac.uk/vol1/ERA414/ERA414364/cram/14893_4#14.cram
11822,2,63,ERS364036,2787STDY5607099,,Saccharomyces cerevisiae,WAxNA,diploid,F12,2,RM,4,16,,WAxNA_F12_2_RM_4_T16,WAxNA_F12_2_RM_4,91.67106984,ftp://ftp.sra.ebi.ac.uk/vol1/ERA291/ERA291805/cram/11822_2#63.cram
11822,2,69,ERS364044,2787STDY5607107,,Saccharomyces cerevisiae,WAxNA,diploid,F12,2,RM,4,32,,WAxNA_F12_2_RM_4_T32,WAxNA_F12_2_RM_4,90.1808979,ftp://ftp.sra.ebi.ac.uk/vol1/ERA291/ERA291805/cram/11822_2#69.cram
8616,5,2,ERS169286,R2_MO_T0,,Saccharomyces cerevisiae,WAxNA,diploid,F12,2,YPD,1,0,,WAxNA_F12_2_YPD_1_T0,WAxNA_F12_2_YPD_1,55.8186031,ftp://ftp.sra.ebi.ac.uk/vol1/ERA182/ERA182294/bam/8616_5#2.bam
8939,1,2,ERS169286,R2_MO_T0,,Saccharomyces cerevisiae,WAxNA,diploid,F12,2,YPD,1,0,,WAxNA_F12_2_YPD_1_T0,WAxNA_F12_2_YPD_1,59.14601663,ftp://ftp.sra.ebi.ac.uk/vol1/ERA195/ERA195404/bam/8939_1#2.bam
8616,5,9,ERS169298,R2_MO_T2,,Saccharomyces cerevisiae,WAxNA,diploid,F12,2,YPD,1,2,,WAxNA_F12_2_YPD_1_T2,WAxNA_F12_2_YPD_1,49.00616537,ftp://ftp.sra.ebi.ac.uk/vol1/ERA182/ERA182294/bam/8616_5#9.bam
8939,1,9,ERS169298,R2_MO_T2,,Saccharomyces cerevisiae,WAxNA,diploid,F12,2,YPD,1,2,,WAxNA_F12_2_YPD_1_T2,WAxNA_F12_2_YPD_1,51.21160591,ftp://ftp.sra.ebi.ac.uk/vol1/ERA195/ERA195404/bam/8939_1#9.bam
8616,5,21,ERS169310,R2_MO_T4,,Saccharomyces cerevisiae,WAxNA,diploid,F12,2,YPD,1,4,,WAxNA_F12_2_YPD_1_T4,WAxNA_F12_2_YPD_1,57.00903488,ftp://ftp.sra.ebi.ac.uk/vol1/ERA182/ERA182294/bam/8616_5#21.bam
8939,1,21,ERS169310,R2_MO_T4,,Saccharomyces cerevisiae,WAxNA,diploid,F12,2,YPD,1,4,,WAxNA_F12_2_YPD_1_T4,WAxNA_F12_2_YPD_1,59.21684588,ftp://ftp.sra.ebi.ac.uk/vol1/ERA195/ERA195404/bam/8939_1#21.bam
8616,5,43,ERS169333,R2_MO_T16,,Saccharomyces cerevisiae,WAxNA,diploid,F12,2,YPD,1,16,,WAxNA_F12_2_YPD_1_T16,WAxNA_F12_2_YPD_1,47.44049284,ftp://ftp.sra.ebi.ac.uk/vol1/ERA182/ERA182294/bam/8616_5#43.bam
8939,1,43,ERS169333,R2_MO_T16,,Saccharomyces cerevisiae,WAxNA,diploid,F12,2,YPD,1,16,,WAxNA_F12_2_YPD_1_T16,WAxNA_F12_2_YPD_1,51.86183822,ftp://ftp.sra.ebi.ac.uk/vol1/ERA195/ERA195404/bam/8939_1#43.bam
8616,5,55,ERS169345,R2_MO_T32,,Saccharomyces cerevisiae,WAxNA,diploid,F12,2,YPD,1,32,,WAxNA_F12_2_YPD_1_T32,WAxNA_F12_2_YPD_1,45.4383375,ftp://ftp.sra.ebi.ac.uk/vol1/ERA182/ERA182294/bam/8616_5#55.bam
8939,1,55,ERS169345,R2_MO_T32,,Saccharomyces cerevisiae,WAxNA,diploid,F12,2,YPD,1,32,,WAxNA_F12_2_YPD_1_T32,WAxNA_F12_2_YPD_1,48.48837652,ftp://ftp.sra.ebi.ac.uk/vol1/ERA195/ERA195404/bam/8939_1#55.bam
11822,2,56,ERS364008,2787STDY5607071,,Saccharomyces cerevisiae,WAxNA,diploid,F12,2,YPD,2,0,,WAxNA_F12_2_YPD_2_T0,WAxNA_F12_2_YPD_2,102.8480537,ftp://ftp.sra.ebi.ac.uk/vol1/ERA291/ERA291805/cram/11822_2#56.cram
11823,1,24,ERS364050,2787STDY5607113,,Saccharomyces cerevisiae,WAxNA,diploid,F12,2,YPD,2,32,,WAxNA_F12_2_YPD_2_T32,WAxNA_F12_2_YPD_2,29.00802251,ftp://ftp.sra.ebi.ac.uk/vol1/ERA291/ERA291805/cram/11823_1#24.cram
6738,6,1,ERS041846,Lys_201,,Saccharomyces cerevisiae,WAxNA,haploid,F12,2,YPD,,0,1,WAxNA_F12_2_YPD_T0_C1,WAxNA_F12_2_YPD,30.40139706,ftp://ftp.sra.ebi.ac.uk/vol1/ERA067/ERA067565/bam/6738_6#1.bam
6738,6,2,ERS041847,Lys_202,,Saccharomyces cerevisiae,WAxNA,diploid,F12,2,YPD,,0,2,WAxNA_F12_2_YPD_T0_C2,WAxNA_F12_2_YPD,28.00427182,ftp://ftp.sra.ebi.ac.uk/vol1/ERA067/ERA067565/bam/6738_6#2.bam
6738,6,3,ERS041848,Lys_203,,Saccharomyces cerevisiae,WAxNA,haploid,F12,2,YPD,,0,3,WAxNA_F12_2_YPD_T0_C3,WAxNA_F12_2_YPD,30.05451318,ftp://ftp.sra.ebi.ac.uk/vol1/ERA067/ERA067565/bam/6738_6#3.bam
6738,6,4,ERS041849,Lys_204,,Saccharomyces cerevisiae,WAxNA,haploid,F12,2,YPD,,0,4,WAxNA_F12_2_YPD_T0_C4,WAxNA_F12_2_YPD,29.8799421,ftp://ftp.sra.ebi.ac.uk/vol1/ERA067/ERA067565/bam/6738_6#4.bam
6738,6,5,ERS041850,Lys_205,,Saccharomyces cerevisiae,WAxNA,haploid,F12,2,YPD,,0,5,WAxNA_F12_2_YPD_T0_C5,WAxNA_F12_2_YPD,29.82863409,ftp://ftp.sra.ebi.ac.uk/vol1/ERA067/ERA067565/bam/6738_6#5.bam
6738,6,6,ERS041851,Lys_206,,Saccharomyces cerevisiae,WAxNA,diploid,F12,2,YPD,,0,6,WAxNA_F12_2_YPD_T0_C6,WAxNA_F12_2_YPD,27.16625362,ftp://ftp.sra.ebi.ac.uk/vol1/ERA067/ERA067565/bam/6738_6#6.bam
6738,6,7,ERS041852,Lys_207,,Saccharomyces cerevisiae,WAxNA,haploid,F12,2,YPD,,0,7,WAxNA_F12_2_YPD_T0_C7,WAxNA_F12_2_YPD,31.99710039,ftp://ftp.sra.ebi.ac.uk/vol1/ERA067/ERA067565/bam/6738_6#7.bam
6738,6,8,ERS041853,Lys_208,,Saccharomyces cerevisiae,WAxNA,haploid,F12,2,YPD,,0,8,WAxNA_F12_2_YPD_T0_C8,WAxNA_F12_2_YPD,35.97414903,ftp://ftp.sra.ebi.ac.uk/vol1/ERA067/ERA067565/bam/6738_6#8.bam
6738,6,9,ERS041854,Lys_209,,Saccharomyces cerevisiae,WAxNA,haploid,F12,2,YPD,,0,9,WAxNA_F12_2_YPD_T0_C9,WAxNA_F12_2_YPD,29.46606961,ftp://ftp.sra.ebi.ac.uk/vol1/ERA067/ERA067565/bam/6738_6#9.bam
6738,6,10,ERS041855,Lys_210,,Saccharomyces cerevisiae,WAxNA,haploid,F12,2,YPD,,0,10,WAxNA_F12_2_YPD_T0_C10,WAxNA_F12_2_YPD,24.91788242,ftp://ftp.sra.ebi.ac.uk/vol1/ERA067/ERA067565/bam/6738_6#10.bam
6738,6,11,ERS041856,Lys_211,,Saccharomyces cerevisiae,WAxNA,haploid,F12,2,YPD,,0,11,WAxNA_F12_2_YPD_T0_C11,WAxNA_F12_2_YPD,30.20543598,ftp://ftp.sra.ebi.ac.uk/vol1/ERA067/ERA067565/bam/6738_6#11.bam
6738,6,12,ERS041857,Lys_212,,Saccharomyces cerevisiae,WAxNA,haploid,F12,2,YPD,,0,12,WAxNA_F12_2_YPD_T0_C12,WAxNA_F12_2_YPD,31.19497067,ftp://ftp.sra.ebi.ac.uk/vol1/ERA067/ERA067565/bam/6738_6#12.bam
6738,6,13,ERS041858,Lys_213,,Saccharomyces cerevisiae,WAxNA,haploid,F12,2,YPD,,0,13,WAxNA_F12_2_YPD_T0_C13,WAxNA_F12_2_YPD,30.29357589,ftp://ftp.sra.ebi.ac.uk/vol1/ERA067/ERA067565/bam/6738_6#13.bam
6738,6,14,ERS041859,Lys_214,,Saccharomyces cerevisiae,WAxNA,haploid,F12,2,YPD,,0,14,WAxNA_F12_2_YPD_T0_C14,WAxNA_F12_2_YPD,23.86677885,ftp://ftp.sra.ebi.ac.uk/vol1/ERA067/ERA067565/bam/6738_6#14.bam
6738,6,15,ERS041860,Lys_215,,Saccharomyces cerevisiae,WAxNA,haploid,F12,2,YPD,,0,15,WAxNA_F12_2_YPD_T0_C15,WAxNA_F12_2_YPD,25.83223575,ftp://ftp.sra.ebi.ac.uk/vol1/ERA067/ERA067565/bam/6738_6#15.bam
6738,6,16,ERS041861,Lys_216,,Saccharomyces cerevisiae,WAxNA,haploid,F12,2,YPD,,0,16,WAxNA_F12_2_YPD_T0_C16,WAxNA_F12_2_YPD,30.90206902,ftp://ftp.sra.ebi.ac.uk/vol1/ERA067/ERA067565/bam/6738_6#16.bam
6738,6,17,ERS041862,Lys_217,,Saccharomyces cerevisiae,WAxNA,haploid,F12,2,YPD,,0,17,WAxNA_F12_2_YPD_T0_C17,WAxNA_F12_2_YPD,26.32119647,ftp://ftp.sra.ebi.ac.uk/vol1/ERA067/ERA067565/bam/6738_6#17.bam
6738,6,18,ERS041863,Lys_218,,Saccharomyces cerevisiae,WAxNA,haploid,F12,2,YPD,,0,18,WAxNA_F12_2_YPD_T0_C18,WAxNA_F12_2_YPD,24.55781156,ftp://ftp.sra.ebi.ac.uk/vol1/ERA067/ERA067565/bam/6738_6#18.bam
6738,6,19,ERS041864,Lys_219,,Saccharomyces cerevisiae,WAxNA,haploid,F12,2,YPD,,0,19,WAxNA_F12_2_YPD_T0_C19,WAxNA_F12_2_YPD,27.42217095,ftp://ftp.sra.ebi.ac.uk/vol1/ERA067/ERA067565/bam/6738_6#19.bam
6738,6,20,ERS041865,Lys_220,,Saccharomyces cerevisiae,WAxNA,haploid,F12,2,YPD,,0,20,WAxNA_F12_2_YPD_T0_C20,WAxNA_F12_2_YPD,25.07029288,ftp://ftp.sra.ebi.ac.uk/vol1/ERA067/ERA067565/bam/6738_6#20.bam
6738,6,21,ERS041866,Lys_221,,Saccharomyces cerevisiae,WAxNA,haploid,F12,2,YPD,,0,21,WAxNA_F12_2_YPD_T0_C21,WAxNA_F12_2_YPD,29.0211282,ftp://ftp.sra.ebi.ac.uk/vol1/ERA067/ERA067565/bam/6738_6#21.bam
6738,6,22,ERS041867,Lys_222,,Saccharomyces cerevisiae,WAxNA,diploid,F12,2,YPD,,0,22,WAxNA_F12_2_YPD_T0_C22,WAxNA_F12_2_YPD,27.37732975,ftp://ftp.sra.ebi.ac.uk/vol1/ERA067/ERA067565/bam/6738_6#22.bam
6738,6,23,ERS041868,Lys_223,,Saccharomyces cerevisiae,WAxNA,diploid,F12,2,YPD,,0,23,WAxNA_F12_2_YPD_T0_C23,WAxNA_F12_2_YPD,30.15422105,ftp://ftp.sra.ebi.ac.uk/vol1/ERA067/ERA067565/bam/6738_6#23.bam
6738,6,24,ERS041869,Lys_224,,Saccharomyces cerevisiae,WAxNA,haploid,F12,2,YPD,,0,24,WAxNA_F12_2_YPD_T0_C24,WAxNA_F12_2_YPD,30.11713049,ftp://ftp.sra.ebi.ac.uk/vol1/ERA067/ERA067565/bam/6738_6#24.bam
6738,6,25,ERS041870,Lys_227,,Saccharomyces cerevisiae,WAxNA,haploid,F12,2,YPD,,0,25,WAxNA_F12_2_YPD_T0_C25,WAxNA_F12_2_YPD,25.22000692,ftp://ftp.sra.ebi.ac.uk/vol1/ERA067/ERA067565/bam/6738_6#25.bam
6738,6,26,ERS041871,Lys_228,,Saccharomyces cerevisiae,WAxNA,haploid,F12,2,YPD,,0,26,WAxNA_F12_2_YPD_T0_C26,WAxNA_F12_2_YPD,24.59322331,ftp://ftp.sra.ebi.ac.uk/vol1/ERA067/ERA067565/bam/6738_6#26.bam
