run_1,lane_1,tag_1,run_2,lane_2,tag_2,sample_accession_number,sanger_sample_id,nice_sample_id,species,background,ploidy,cross,cross_rep,selection,selection_rep,time,clone,sample,population,coverage,
11823,1,66,,,,ERS364251,2787STDY5623201,YGL1429,Saccharomyces cerevisiae,WAxNA,diploid,F12,2,RM,2,32,3,WAxNA_F12_2_RM_2_T32_C3,WAxNA_F12_2_RM_2,31.11516427,ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289899/WAxNA_F12_2_RM_2_T32_C3.background.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289899/WAxNA_F12_2_RM_2_T32_C3.background.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290020/WAxNA_F12_2_RM_2_T32_C3.de_novo.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290020/WAxNA_F12_2_RM_2_T32_C3.de_novo.vcf.gz.tbi
11823,1,67,,,,ERS364252,2787STDY5623202,YGL1430,Saccharomyces cerevisiae,WAxNA,diploid,F12,2,RM,2,32,4,WAxNA_F12_2_RM_2_T32_C4,WAxNA_F12_2_RM_2,32.75085541,ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289790/WAxNA_F12_2_RM_2_T32_C4.background.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289790/WAxNA_F12_2_RM_2_T32_C4.background.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290083/WAxNA_F12_2_RM_2_T32_C4.de_novo.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290083/WAxNA_F12_2_RM_2_T32_C4.de_novo.vcf.gz.tbi
11823,1,68,,,,ERS364254,2787STDY5623204,YGL1432,Saccharomyces cerevisiae,WAxNA,diploid,F12,2,RM,2,32,5,WAxNA_F12_2_RM_2_T32_C5,WAxNA_F12_2_RM_2,30.73789225,ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289921/WAxNA_F12_2_RM_2_T32_C5.background.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289921/WAxNA_F12_2_RM_2_T32_C5.background.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290182/WAxNA_F12_2_RM_2_T32_C5.de_novo.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290182/WAxNA_F12_2_RM_2_T32_C5.de_novo.vcf.gz
11823,1,94,,,,ERS369979,2787STDY5644706,YGL1431,Saccharomyces cerevisiae,WAxNA,diploid,F12,2,RM,2,32,6,WAxNA_F12_2_RM_2_T32_C6,WAxNA_F12_2_RM_2,31.43407055,ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289905/WAxNA_F12_2_RM_2_T32_C6.background.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289905/WAxNA_F12_2_RM_2_T32_C6.background.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290063/WAxNA_F12_2_RM_2_T32_C6.de_novo.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290063/WAxNA_F12_2_RM_2_T32_C6.de_novo.vcf.gz
11822,2,79,,,,ERS364068,2787STDY5607131,,Saccharomyces cerevisiae,WAxNA,diploid,F12,2,RM,2,32,,WAxNA_F12_2_RM_2_T32,WAxNA_F12_2_RM_2,96.05778878,ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289990/WAxNA_F12_2_RM_2_T32.background.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289990/WAxNA_F12_2_RM_2_T32.background.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290148/WAxNA_F12_2_RM_2_T32.de_novo.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290148/WAxNA_F12_2_RM_2_T32.de_novo.vcf.gz.tbi
11823,1,4,14893,4,3,ERS364011,2787STDY5607074,,Saccharomyces cerevisiae,WAxNA,diploid,F12,2,RM,3,2,,WAxNA_F12_2_RM_3_T2,WAxNA_F12_2_RM_3,150.0955855,ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289889/WAxNA_F12_2_RM_3_T2.background.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289889/WAxNA_F12_2_RM_3_T2.background.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290055/WAxNA_F12_2_RM_3_T2.de_novo.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290055/WAxNA_F12_2_RM_3_T2.de_novo.vcf.gz
11823,1,11,14893,4,8,ERS364019,2787STDY5607082,,Saccharomyces cerevisiae,WAxNA,diploid,F12,2,RM,3,4,,WAxNA_F12_2_RM_3_T4,WAxNA_F12_2_RM_3,127.7931963,ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289817/WAxNA_F12_2_RM_3_T4.background.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289817/WAxNA_F12_2_RM_3_T4.background.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290110/WAxNA_F12_2_RM_3_T4.de_novo.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290110/WAxNA_F12_2_RM_3_T4.de_novo.vcf.gz.tbi
11823,1,18,14893,4,13,ERS364027,2787STDY5607090,,Saccharomyces cerevisiae,WAxNA,diploid,F12,2,RM,3,8,,WAxNA_F12_2_RM_3_T8,WAxNA_F12_2_RM_3,116.4096626,ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289748/WAxNA_F12_2_RM_3_T8.background.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289748/WAxNA_F12_2_RM_3_T8.background.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290350/WAxNA_F12_2_RM_3_T8.de_novo.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290350/WAxNA_F12_2_RM_3_T8.de_novo.vcf.gz.tbi
11822,2,62,,,,ERS364035,2787STDY5607098,,Saccharomyces cerevisiae,WAxNA,diploid,F12,2,RM,3,16,,WAxNA_F12_2_RM_3_T16,WAxNA_F12_2_RM_3,98.09275999,ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289854/WAxNA_F12_2_RM_3_T16.background.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289854/WAxNA_F12_2_RM_3_T16.background.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290114/WAxNA_F12_2_RM_3_T16.de_novo.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290114/WAxNA_F12_2_RM_3_T16.de_novo.vcf.gz.tbi
11823,1,78,,,,ERS364264,2787STDY5623214,YGL1442,Saccharomyces cerevisiae,WAxNA,diploid,F12,2,RM,3,32,1,WAxNA_F12_2_RM_3_T32_C1,WAxNA_F12_2_RM_3,26.11740777,ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289934/WAxNA_F12_2_RM_3_T32_C1.background.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289934/WAxNA_F12_2_RM_3_T32_C1.background.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290372/WAxNA_F12_2_RM_3_T32_C1.de_novo.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290372/WAxNA_F12_2_RM_3_T32_C1.de_novo.vcf.gz.tbi
11822,2,68,,,,ERS364043,2787STDY5607106,,Saccharomyces cerevisiae,WAxNA,diploid,F12,2,RM,3,32,,WAxNA_F12_2_RM_3_T32,WAxNA_F12_2_RM_3,92.88365596,ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289920/WAxNA_F12_2_RM_3_T32.background.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289920/WAxNA_F12_2_RM_3_T32.background.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290212/WAxNA_F12_2_RM_3_T32.de_novo.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290212/WAxNA_F12_2_RM_3_T32.de_novo.vcf.gz
11823,1,5,14893,4,4,ERS364012,2787STDY5607075,,Saccharomyces cerevisiae,WAxNA,diploid,F12,2,RM,4,2,,WAxNA_F12_2_RM_4_T2,WAxNA_F12_2_RM_4,142.9485516,ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289799/WAxNA_F12_2_RM_4_T2.background.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289799/WAxNA_F12_2_RM_4_T2.background.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290234/WAxNA_F12_2_RM_4_T2.de_novo.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290234/WAxNA_F12_2_RM_4_T2.de_novo.vcf.gz.tbi
11823,1,12,14893,4,9,ERS364020,2787STDY5607083,,Saccharomyces cerevisiae,WAxNA,diploid,F12,2,RM,4,4,,WAxNA_F12_2_RM_4_T4,WAxNA_F12_2_RM_4,102.2444765,ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289979/WAxNA_F12_2_RM_4_T4.background.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289979/WAxNA_F12_2_RM_4_T4.background.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290065/WAxNA_F12_2_RM_4_T4.de_novo.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290065/WAxNA_F12_2_RM_4_T4.de_novo.vcf.gz.tbi
11823,1,19,14893,4,14,ERS364028,2787STDY5607091,,Saccharomyces cerevisiae,WAxNA,diploid,F12,2,RM,4,8,,WAxNA_F12_2_RM_4_T8,WAxNA_F12_2_RM_4,112.011737,ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289831/WAxNA_F12_2_RM_4_T8.background.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289831/WAxNA_F12_2_RM_4_T8.background.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290341/WAxNA_F12_2_RM_4_T8.de_novo.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290341/WAxNA_F12_2_RM_4_T8.de_novo.vcf.gz
11822,2,63,,,,ERS364036,2787STDY5607099,,Saccharomyces cerevisiae,WAxNA,diploid,F12,2,RM,4,16,,WAxNA_F12_2_RM_4_T16,WAxNA_F12_2_RM_4,91.67106984,ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289878/WAxNA_F12_2_RM_4_T16.background.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289878/WAxNA_F12_2_RM_4_T16.background.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290113/WAxNA_F12_2_RM_4_T16.de_novo.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290113/WAxNA_F12_2_RM_4_T16.de_novo.vcf.gz.tbi
11822,2,69,,,,ERS364044,2787STDY5607107,,Saccharomyces cerevisiae,WAxNA,diploid,F12,2,RM,4,32,,WAxNA_F12_2_RM_4_T32,WAxNA_F12_2_RM_4,90.1808979,ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289719/WAxNA_F12_2_RM_4_T32.background.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289719/WAxNA_F12_2_RM_4_T32.background.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290362/WAxNA_F12_2_RM_4_T32.de_novo.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290362/WAxNA_F12_2_RM_4_T32.de_novo.vcf.gz
8616,5,2,8939,1,2,ERS169286,R2_MO_T0,,Saccharomyces cerevisiae,WAxNA,diploid,F12,2,YPD,1,0,,WAxNA_F12_2_YPD_1_T0,WAxNA_F12_2_YPD_1,114.9646197,ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289677/WAxNA_F12_2_YPD_1_T0.background.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289677/WAxNA_F12_2_YPD_1_T0.background.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290268/WAxNA_F12_2_YPD_1_T0.de_novo.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290268/WAxNA_F12_2_YPD_1_T0.de_novo.vcf.gz
8616,5,9,8939,1,9,ERS169298,R2_MO_T2,,Saccharomyces cerevisiae,WAxNA,diploid,F12,2,YPD,1,2,,WAxNA_F12_2_YPD_1_T2,WAxNA_F12_2_YPD_1,100.2177713,ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289849/WAxNA_F12_2_YPD_1_T2.background.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289849/WAxNA_F12_2_YPD_1_T2.background.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290269/WAxNA_F12_2_YPD_1_T2.de_novo.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290269/WAxNA_F12_2_YPD_1_T2.de_novo.vcf.gz
8616,5,21,8939,1,21,ERS169310,R2_MO_T4,,Saccharomyces cerevisiae,WAxNA,diploid,F12,2,YPD,1,4,,WAxNA_F12_2_YPD_1_T4,WAxNA_F12_2_YPD_1,116.2258808,ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289926/WAxNA_F12_2_YPD_1_T4.background.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289926/WAxNA_F12_2_YPD_1_T4.background.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290289/WAxNA_F12_2_YPD_1_T4.de_novo.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290289/WAxNA_F12_2_YPD_1_T4.de_novo.vcf.gz
8616,5,43,8939,1,43,ERS169333,R2_MO_T16,,Saccharomyces cerevisiae,WAxNA,diploid,F12,2,YPD,1,16,,WAxNA_F12_2_YPD_1_T16,WAxNA_F12_2_YPD_1,99.30233106,ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289953/WAxNA_F12_2_YPD_1_T16.background.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289953/WAxNA_F12_2_YPD_1_T16.background.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290331/WAxNA_F12_2_YPD_1_T16.de_novo.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290331/WAxNA_F12_2_YPD_1_T16.de_novo.vcf.gz.tbi
8616,5,55,8939,1,55,ERS169345,R2_MO_T32,,Saccharomyces cerevisiae,WAxNA,diploid,F12,2,YPD,1,32,,WAxNA_F12_2_YPD_1_T32,WAxNA_F12_2_YPD_1,93.92671402,ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289619/WAxNA_F12_2_YPD_1_T32.background.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289619/WAxNA_F12_2_YPD_1_T32.background.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290167/WAxNA_F12_2_YPD_1_T32.de_novo.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290167/WAxNA_F12_2_YPD_1_T32.de_novo.vcf.gz.tbi
11822,2,56,,,,ERS364008,2787STDY5607071,,Saccharomyces cerevisiae,WAxNA,diploid,F12,2,YPD,2,0,,WAxNA_F12_2_YPD_2_T0,WAxNA_F12_2_YPD_2,102.8480537,ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289977/WAxNA_F12_2_YPD_2_T0.background.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289977/WAxNA_F12_2_YPD_2_T0.background.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290275/WAxNA_F12_2_YPD_2_T0.de_novo.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290275/WAxNA_F12_2_YPD_2_T0.de_novo.vcf.gz
11823,1,24,,,,ERS364050,2787STDY5607113,,Saccharomyces cerevisiae,WAxNA,diploid,F12,2,YPD,2,32,,WAxNA_F12_2_YPD_2_T32,WAxNA_F12_2_YPD_2,29.00802251,ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289900/WAxNA_F12_2_YPD_2_T32.background.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289900/WAxNA_F12_2_YPD_2_T32.background.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290356/WAxNA_F12_2_YPD_2_T32.de_novo.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290356/WAxNA_F12_2_YPD_2_T32.de_novo.vcf.gz
6738,6,1,,,,ERS041846,Lys_201,,Saccharomyces cerevisiae,WAxNA,haploid,F12,2,YPD,,0,1,WAxNA_F12_2_YPD_T0_C1,WAxNA_F12_2_YPD,30.40139706,ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289676/WAxNA_F12_2_YPD_T0_C1.background.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289676/WAxNA_F12_2_YPD_T0_C1.background.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290313/WAxNA_F12_2_YPD_T0_C1.de_novo.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290313/WAxNA_F12_2_YPD_T0_C1.de_novo.vcf.gz.tbi
6738,6,2,,,,ERS041847,Lys_202,,Saccharomyces cerevisiae,WAxNA,diploid,F12,2,YPD,,0,2,WAxNA_F12_2_YPD_T0_C2,WAxNA_F12_2_YPD,28.00427182,ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289651/WAxNA_F12_2_YPD_T0_C2.background.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289651/WAxNA_F12_2_YPD_T0_C2.background.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290175/WAxNA_F12_2_YPD_T0_C2.de_novo.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290175/WAxNA_F12_2_YPD_T0_C2.de_novo.vcf.gz.tbi
6738,6,3,,,,ERS041848,Lys_203,,Saccharomyces cerevisiae,WAxNA,haploid,F12,2,YPD,,0,3,WAxNA_F12_2_YPD_T0_C3,WAxNA_F12_2_YPD,30.05451318,ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289764/WAxNA_F12_2_YPD_T0_C3.background.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289764/WAxNA_F12_2_YPD_T0_C3.background.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290061/WAxNA_F12_2_YPD_T0_C3.de_novo.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290061/WAxNA_F12_2_YPD_T0_C3.de_novo.vcf.gz
6738,6,4,,,,ERS041849,Lys_204,,Saccharomyces cerevisiae,WAxNA,haploid,F12,2,YPD,,0,4,WAxNA_F12_2_YPD_T0_C4,WAxNA_F12_2_YPD,29.8799421,ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289836/WAxNA_F12_2_YPD_T0_C4.background.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289836/WAxNA_F12_2_YPD_T0_C4.background.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290039/WAxNA_F12_2_YPD_T0_C4.de_novo.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290039/WAxNA_F12_2_YPD_T0_C4.de_novo.vcf.gz
6738,6,5,,,,ERS041850,Lys_205,,Saccharomyces cerevisiae,WAxNA,haploid,F12,2,YPD,,0,5,WAxNA_F12_2_YPD_T0_C5,WAxNA_F12_2_YPD,29.82863409,ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289726/WAxNA_F12_2_YPD_T0_C5.background.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289726/WAxNA_F12_2_YPD_T0_C5.background.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290144/WAxNA_F12_2_YPD_T0_C5.de_novo.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290144/WAxNA_F12_2_YPD_T0_C5.de_novo.vcf.gz.tbi
6738,6,6,,,,ERS041851,Lys_206,,Saccharomyces cerevisiae,WAxNA,diploid,F12,2,YPD,,0,6,WAxNA_F12_2_YPD_T0_C6,WAxNA_F12_2_YPD,27.16625362,ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289716/WAxNA_F12_2_YPD_T0_C6.background.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289716/WAxNA_F12_2_YPD_T0_C6.background.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290208/WAxNA_F12_2_YPD_T0_C6.de_novo.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290208/WAxNA_F12_2_YPD_T0_C6.de_novo.vcf.gz.tbi
6738,6,7,,,,ERS041852,Lys_207,,Saccharomyces cerevisiae,WAxNA,haploid,F12,2,YPD,,0,7,WAxNA_F12_2_YPD_T0_C7,WAxNA_F12_2_YPD,31.99710039,ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289867/WAxNA_F12_2_YPD_T0_C7.background.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289867/WAxNA_F12_2_YPD_T0_C7.background.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290108/WAxNA_F12_2_YPD_T0_C7.de_novo.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290108/WAxNA_F12_2_YPD_T0_C7.de_novo.vcf.gz
6738,6,8,,,,ERS041853,Lys_208,,Saccharomyces cerevisiae,WAxNA,haploid,F12,2,YPD,,0,8,WAxNA_F12_2_YPD_T0_C8,WAxNA_F12_2_YPD,35.97414903,ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289903/WAxNA_F12_2_YPD_T0_C8.background.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289903/WAxNA_F12_2_YPD_T0_C8.background.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290098/WAxNA_F12_2_YPD_T0_C8.de_novo.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290098/WAxNA_F12_2_YPD_T0_C8.de_novo.vcf.gz.tbi
6738,6,9,,,,ERS041854,Lys_209,,Saccharomyces cerevisiae,WAxNA,haploid,F12,2,YPD,,0,9,WAxNA_F12_2_YPD_T0_C9,WAxNA_F12_2_YPD,29.46606961,ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289634/WAxNA_F12_2_YPD_T0_C9.background.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289634/WAxNA_F12_2_YPD_T0_C9.background.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290238/WAxNA_F12_2_YPD_T0_C9.de_novo.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290238/WAxNA_F12_2_YPD_T0_C9.de_novo.vcf.gz
6738,6,10,,,,ERS041855,Lys_210,,Saccharomyces cerevisiae,WAxNA,haploid,F12,2,YPD,,0,10,WAxNA_F12_2_YPD_T0_C10,WAxNA_F12_2_YPD,24.91788242,ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289798/WAxNA_F12_2_YPD_T0_C10.background.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289798/WAxNA_F12_2_YPD_T0_C10.background.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290021/WAxNA_F12_2_YPD_T0_C10.de_novo.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290021/WAxNA_F12_2_YPD_T0_C10.de_novo.vcf.gz.tbi
6738,6,11,,,,ERS041856,Lys_211,,Saccharomyces cerevisiae,WAxNA,haploid,F12,2,YPD,,0,11,WAxNA_F12_2_YPD_T0_C11,WAxNA_F12_2_YPD,30.20543598,ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289888/WAxNA_F12_2_YPD_T0_C11.background.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289888/WAxNA_F12_2_YPD_T0_C11.background.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290147/WAxNA_F12_2_YPD_T0_C11.de_novo.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290147/WAxNA_F12_2_YPD_T0_C11.de_novo.vcf.gz
6738,6,12,,,,ERS041857,Lys_212,,Saccharomyces cerevisiae,WAxNA,haploid,F12,2,YPD,,0,12,WAxNA_F12_2_YPD_T0_C12,WAxNA_F12_2_YPD,31.19497067,ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289967/WAxNA_F12_2_YPD_T0_C12.background.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289967/WAxNA_F12_2_YPD_T0_C12.background.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290226/WAxNA_F12_2_YPD_T0_C12.de_novo.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290226/WAxNA_F12_2_YPD_T0_C12.de_novo.vcf.gz
6738,6,13,,,,ERS041858,Lys_213,,Saccharomyces cerevisiae,WAxNA,haploid,F12,2,YPD,,0,13,WAxNA_F12_2_YPD_T0_C13,WAxNA_F12_2_YPD,30.29357589,ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289860/WAxNA_F12_2_YPD_T0_C13.background.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289860/WAxNA_F12_2_YPD_T0_C13.background.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290260/WAxNA_F12_2_YPD_T0_C13.de_novo.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290260/WAxNA_F12_2_YPD_T0_C13.de_novo.vcf.gz
6738,6,14,,,,ERS041859,Lys_214,,Saccharomyces cerevisiae,WAxNA,haploid,F12,2,YPD,,0,14,WAxNA_F12_2_YPD_T0_C14,WAxNA_F12_2_YPD,23.86677885,ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289692/WAxNA_F12_2_YPD_T0_C14.background.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289692/WAxNA_F12_2_YPD_T0_C14.background.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290302/WAxNA_F12_2_YPD_T0_C14.de_novo.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290302/WAxNA_F12_2_YPD_T0_C14.de_novo.vcf.gz
